"Label","Row.names","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","LarvalRecords.Comments","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.CreatedDate","PlateID","Row","Column","NestID","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","Mean.Otolith.Length.is.in.Millimetres.for.comparison.with.Adults","LarvalOtoliths.Comments","MeanDailyIncrements","LarvalOtoliths.CreatedDate","OLEstimateAge","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","Discharge..Ml.Day..Mean","WaterTemp.DegC..Mean","pH.Instantaneous","Turbidity..NTU..Mean","DO....saturation..Instantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","Field0","ageOL","hatchdoy","incTime","spawn","nestdist","cladeNo.x","cladeNo.y","clade"
"K20131115-259","K20131115-259","259","813","G3","M. peelii","C:\DBImages\Larva\259.tif","11.548","11.978","NA","Alan Couch","","NA","-24.15","13.05","3.16","0.90","Wild caught Murrumbidgee","17-Jun-14","2013A","G"," 3","NA","259","2","320","230","C:\DBImages\O1\O1_0259.jpg","320","1.39","NA","300","240","C:\DBImages\O2\NoImage.jpg","1.25"," 6","D"," 5","E"," NA","0.3100","Number 2 count suspect","  NA","20-Jun-14","18.59","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9226","   NA","     NA","  5","NA","NA"," 2","","19.57","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1989.0","16.40","7.348","20.873","97.85","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.592","300.4"," 9.729","290.7","17222"," 3"," 3","hK1"
"K20131115-260","K20131115-260","260","813","G4","M. peelii","C:\DBImages\Larva\260_A.tif","10.869","11.273","NA","Alan Couch","","NA","-24.78","14.10","3.22","0.79","Wild caught Murrumbidgee","17-Jun-14","2013A","G"," 4","NA","260","2","330","220","C:\DBImages\O1\O1_0260.jpg","330","1.50","NA","330","220","C:\DBImages\O2\NoImage.jpg","1.50"," 8","D"," 6","E"," NA","0.3300","","  NA","20-Jun-14","20.08","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9226","   NA","     NA","  5","NA","NA"," 2","","19.57","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1989.0","16.40","7.348","20.873","97.85","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.078","298.9"," 9.729","289.2","15734"," 9"," 9","hN2"
"K20131115-261","K20131115-261","261","813","G5","M. peelii","C:\DBImages\Larva\261.tif","10.164","10.542","NA","Alan Couch","","NA","-24.11","13.61","3.35","0.41","Wild caught Murrumbidgee","17-Jun-14","2013A","G"," 5","NA","261","2","330","230","C:\DBImages\O1\O1_0261.jpg","330","1.43","NA","300","220","C:\DBImages\O2\NoImage.jpg","1.36"," 8","D"," 7","E"," NA","0.3150","","  NA","20-Jun-14","18.96","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9226","   NA","     NA","  5","NA","NA"," 2","","19.57","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1989.0","16.40","7.348","20.873","97.85","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.963","300.0"," 9.729","290.3","16850"," 2"," 2","hL1"
"K20131119-270","K20131119-270","270","820","H11","M. peelii","C:\DBImages\Larva\270.jpg"," 9.981","10.352","NA","Alan Couch","","NA","-24.09","15.10","3.35","0.47","Wild caught Murrumbidgee","17-Jun-14","2013A","H","11","NA","270","2","260","200","C:\DBImages\O1\O1_0270.jpg","260","1.30","NA","230","200","C:\DBImages\O2\NoImage.jpg","1.15"," 3","D","16","E"," NA","0.2450","count very unclear for #2","  NA","20-Jun-14","13.76","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357","548.0","1097096"," 18","NA","NA"," 7","","16.68","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.3","19.25","7.348","13.119","96.47","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","13.762","309.2"," 7.834","301.4","22056"," 8"," 8","hK3"
"K20131119-271","K20131119-271","271","820","H10","M. peelii","C:\DBImages\Larva\271.tif"," 9.719","10.081","NA","Alan Couch","","NA","-24.05","15.19","3.34","0.50","Wild caught Murrumbidgee","17-Jun-14","2013A","H","10","NA","271","2","250","200","C:\DBImages\O1\O1_0271.jpg","250","1.25"," 7","250","200","C:\DBImages\O2\O2E_0001.jpg","1.25","NA","E"," 1","A"," NA","0.2500",""," 7.0","20-Jun-14","14.13","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357","548.0","1097096"," 18","NA","NA"," 7","","16.68","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.3","19.25","7.348","13.119","96.47","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.133","308.9"," 7.834","301.0","21684"," 8"," 8","hK3"
"K20131119-272","K20131119-272","272","820","H9","M. peelii","C:\DBImages\Larva\272.jpg","10.781","11.182","NA","Alan Couch","","NA","-24.49","13.30","3.26","0.65","Wild caught Murrumbidgee","17-Jun-14","2013A","H"," 9","NA","272","2","240","180","C:\DBImages\O1\O1_0272.jpg","240","1.33","NA","240","180","C:\DBImages\O2\O2E_0002.jpg","1.33","NA","E"," 2","A"," NA","0.2400","","  NA","20-Jun-14","13.39","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357","548.0","1097096"," 18","NA","NA"," 7","","16.68","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.3","19.25","7.348","13.119","96.47","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","13.390","309.6"," 7.834","301.8","22428","12","12","hK6"
"K20131119-273","K20131119-273","273","820","H8","M. peelii","C:\DBImages\Larva\273.jpg","10.734","11.133","NA","Alan Couch","","NA","-23.76","14.01","3.33","0.54","Wild caught Murrumbidgee","17-Jun-14","2013A","H"," 8","NA","273","2","340","250","C:\DBImages\O1\O1_0273.jpg","340","1.36"," 9","330","250","C:\DBImages\O2\O2E_0003.jpg","1.32"," 9","E"," 3","A"," NA","0.3350",""," 9.0","20-Jun-14","20.45","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357","548.0","1097096"," 18","NA","NA"," 7","","16.68","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.3","19.25","7.348","13.119","96.47","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.450","302.6"," 7.834","294.7","15362"," 2"," 2","hL1"
"K20131119-274","K20131119-274","274","820","H7","M. peelii","C:\DBImages\Larva\274.jpg"," 9.345"," 9.693","NA","Alan Couch","","NA","-24.07","15.12","3.29","0.56","Wild caught Murrumbidgee","17-Jun-14","2013A","H"," 7","NA","274","2","270","230","C:\DBImages\O1\O1_0274.jpg","270","1.17"," 6","260","190","C:\DBImages\O2\O2E_0004.jpg","1.37","NA","E"," 4","A"," NA","0.2650",""," 6.0","20-Jun-14","15.25","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357","548.0","1097096"," 18","NA","NA"," 7","","16.68","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.3","19.25","7.348","13.119","96.47","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","15.248","307.8"," 7.834","299.9","20569"," 8"," 8","hK3"
"K20131120-275","K20131120-275","275","824","H6","M. peelii","C:\DBImages\Larva\275.jpg","10.871","11.275","NA","Alan Couch","","NA","-24.76","13.63","3.22","0.88","Wild caught Murrumbidgee","17-Jun-14","2013A","H"," 6","NA","275","2","190","160","C:\DBImages\O1\O1_0275.jpg","190","1.19"," 5","180","160","C:\DBImages\O2\O2E_0005.jpg","1.13"," 4","E"," 5","A"," NA","0.1850",""," 4.5","20-Jun-14"," 9.30","824","20-Nov-13","Drift net 2","00-Jan-00","583987","584495"," 508","23.1","22.3","00-Jan-00"," 905738"," 905885","147","","TRUE","FALSE","FALSE","check species and count","","20/11/2013 16:37","21/11/2013 9:34","16:57","21-Nov-13","","NA","321898","20119","327.5"," 666135","  7","NA","NA"," 4","","16.95","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.1","20.62","7.258","10.047","95.44","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing"," 9.303","314.7"," 6.916","307.8","26519"," 7"," 7","hK2"
"K20131120-276","K20131120-276","276","824","H5","M. peelii","C:\DBImages\Larva\276.jpg","10.576","10.969","NA","Alan Couch","","NA","-24.72","13.63","3.33","0.57","Wild caught Murrumbidgee","17-Jun-14","2013A","H"," 5","NA","276","2","210","160","C:\DBImages\O1\O1_0276.jpg","210","1.31","NA","210","150","C:\DBImages\O2\O2E_0006.jpg","1.40"," 7","E"," 6","A"," NA","0.2100","","  NA","23-Jun-14","11.16","824","20-Nov-13","Drift net 2","00-Jan-00","583987","584495"," 508","23.1","22.3","00-Jan-00"," 905738"," 905885","147","","TRUE","FALSE","FALSE","check species and count","","20/11/2013 16:37","21/11/2013 9:34","16:57","21-Nov-13","","NA","321898","20119","327.5"," 666135","  7","NA","NA"," 4","","16.95","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.1","20.62","7.258","10.047","95.44","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","11.161","312.8"," 6.916","305.9","24660"," 7"," 7","hK2"
"K20131120-277","K20131120-277","277","824","H4","M. peelii","C:\DBImages\Larva\277.jpg","11.204","11.621","NA","Alan Couch","","NA","-23.91","15.31","3.38","0.50","Wild caught Murrumbidgee","17-Jun-14","2013A","H"," 4","NA","277","2","280","210","C:\DBImages\O1\O1_0277.jpg","280","1.33","NA","280","210","C:\DBImages\O2\O2E_0007.jpg","1.33"," 8","E"," 7","A"," NA","0.2800","","  NA","23-Jun-14","16.36","824","20-Nov-13","Drift net 2","00-Jan-00","583987","584495"," 508","23.1","22.3","00-Jan-00"," 905738"," 905885","147","","TRUE","FALSE","FALSE","check species and count","","20/11/2013 16:37","21/11/2013 9:34","16:57","21-Nov-13","","NA","321898","20119","327.5"," 666135","  7","NA","NA"," 4","","16.95","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.1","20.62","7.258","10.047","95.44","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","16.363","307.6"," 6.916","300.7","19453"," 8"," 8","hK3"
"K20131120-278","K20131120-278","278","825","H3","M. peelii","C:\DBImages\Larva\278.jpg","11.833","12.273","NA","Alan Couch","","NA","-23.91","15.26","3.20","0.84","Wild caught Murrumbidgee","20-Jun-14","2013A","H"," 3","NA","278","2","280","210","C:\DBImages\O1\O1_0278.jpg","280","1.33"," 9","280","220","C:\DBImages\O2\O2E_0008.jpg","1.27"," 9","E"," 8","A"," NA","0.2800",""," 9.0","23-Jun-14","16.36","825","20-Nov-13","Drift net 1","00-Jan-00","961117","961921"," 804","23.1","22.3","00-Jan-00","1479860","1480178","318","added a mill","TRUE"," TRUE","FALSE","check no and species","","20/11/2013 16:39","21/11/2013 9:37","16:58","21-Nov-13","","NA","519061","32441","561.0","1142196","  9","NA","NA","NA","","16.97","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.1","20.62","7.258","10.047","95.44","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","16.363","307.6"," 6.916","300.7","19453"," 8"," 8","hK3"
"K20131120-279","K20131120-279","279","825","H2","M. peelii","C:\DBImages\Larva\279.jpg","11.728","12.164","NA","Alan Couch","","NA","-23.96","15.34","3.20","0.83","Wild caught Murrumbidgee","20-Jun-14","2013A","H"," 2","NA","279","2","290","220","C:\DBImages\O1\O1_0279.jpg","290","1.32"," 9","290","230","C:\DBImages\O2\O2E_0009.jpg","1.26"," 8","E"," 9","A"," NA","0.2900",""," 8.5","23-Jun-14","17.11","825","20-Nov-13","Drift net 1","00-Jan-00","961117","961921"," 804","23.1","22.3","00-Jan-00","1479860","1480178","318","added a mill","TRUE"," TRUE","FALSE","check no and species","","20/11/2013 16:39","21/11/2013 9:37","16:58","21-Nov-13","","NA","519061","32441","561.0","1142196","  9","NA","NA","NA","","16.97","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.1","20.62","7.258","10.047","95.44","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","17.106","306.9"," 6.916","300.0","18709"," 8"," 8","hK3"
"K2013117-185","K2013117-185","185","794","A1","M. peelii","C:\DBImages\Larva\185.jpg"," 9.451"," 9.803","NA","Alan Couch","","NA","-24.29","17.23","3.23","0.61","Wild caught Murrumbidgee","10-Feb-14","2013A","A"," 1","NA","185","2","245","180","C:\DBImages\O1\O1_0185.jpg","250","1.36"," 9","235","195","C:\DBImages\O2\O2C_0038.jpg","1.21"," 9","C"," 3","D","3.5","0.2400",""," 9.0","10-Feb-14","13.39","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907","192.0"," 404352"," 10","NA","NA","NA","","17.55","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.3","19.42","7.312"," 5.465","95.18","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","13.390","297.6"," 7.717","289.9","22428"," 3"," 3","hK1"
"K2013117-186","K2013117-186","186","794","A2","M. peelii","C:\DBImages\Larva\186.jpg","11.226","11.644","NA","Alan Couch","","NA","-24.42","17.44","3.15","0.89","Wild caught Murrumbidgee","10-Feb-14","2013A","A"," 2","NA","186","2","240","200","C:\DBImages\O1\O1_0186.jpg","260","1.20","NA","250","190","C:\DBImages\O2\O2C_0039.jpg","1.32"," 5","C"," 4","D","4.5","0.2450","","  NA","10-Feb-14","13.76","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907","192.0"," 404352"," 10","NA","NA","NA","","17.55","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.3","19.42","7.312"," 5.465","95.18","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","13.762","297.2"," 7.717","289.5","22056"," 3"," 3","hK1"
"K2013117-187","K2013117-187","187","794","A3","M. peelii","C:\DBImages\Larva\187.jpg","10.946","11.353","NA","Alan Couch","","NA","-24.18","17.43","3.15","0.91","Wild caught Murrumbidgee","10-Feb-14","2013A","A"," 3","NA","187","2","240","200","C:\DBImages\O1\O1_0187.jpg","250","1.20","NA","260","190","C:\DBImages\O2\O2C_0040.jpg","1.37"," 4","C"," 5","D","4.0","0.2500","","  NA","10-Feb-14","14.13","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907","192.0"," 404352"," 10","NA","NA","NA","","17.55","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.3","19.42","7.312"," 5.465","95.18","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.133","296.9"," 7.717","289.1","21684"," 3"," 3","hK1"
"K2013117-188","K2013117-188","188","794","A4","M. peelii","C:\DBImages\Larva\188.jpg","10.621","11.016","NA","Alan Couch","","NA","-23.93","17.31","3.20","0.86","Wild caught Murrumbidgee","10-Feb-14","2013A","A"," 4","NA","188","2","260","190","C:\DBImages\O1\O1_0188.jpg","240","1.37","NA","235","180","C:\DBImages\O2\O2C_0041.jpg","1.31"," 4","C"," 6","D","3.0","0.2475","","  NA","10-Feb-14","13.95","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907","192.0"," 404352"," 10","NA","NA","NA","","17.55","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.3","19.42","7.312"," 5.465","95.18","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","13.948","297.1"," 7.717","289.3","21870"," 3"," 3","hK1"
"K2013117-189","K2013117-189","189","794","A5","M. peelii","C:\DBImages\Larva\189.jpg"," 9.543"," 9.898","NA","Alan Couch","","NA","-24.39","17.35","3.19","0.79","Wild caught Murrumbidgee","10-Feb-14","2013A","A"," 5","NA","189","2","250","200","C:\DBImages\O1\O1_0189.jpg","260","1.25","NA","250","195","C:\DBImages\O2\O2C_0042.jpg","1.28"," 4","C"," 7","D","3.5","0.2500","","  NA","10-Feb-14","14.13","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907","192.0"," 404352"," 10","NA","NA","NA","","17.55","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.3","19.42","7.312"," 5.465","95.18","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.133","296.9"," 7.717","289.1","21684"," 3"," 3","hK1"
"K2013117-190","K2013117-190","190","793","A6","M. peelii","C:\DBImages\Larva\190.jpg","11.097","11.510","NA","Alan Couch","","NA","-24.27","17.34","3.17","0.93","Wild caught Murrumbidgee","10-Feb-14","2013A","A"," 6","NA","190","2","240","170","C:\DBImages\O1\O1_0190.jpg","230","1.41","NA","235","190","C:\DBImages\O2\O2C_0043.jpg","1.24","NA","C"," 8","D","4.0","0.2375","","  NA","10-Feb-14","13.20","793","07-Nov-13","Drift net 4","00-Jan-00"," 39232"," 39485"," 253","21.2","21.3","00-Jan-00","  87005","  87080"," 75","do I add a mill?","TRUE"," TRUE"," TRUE","larvae in ethanol","","7/11/2013 15:29","8/11/2013 9:02","17:33","08-Nov-13","","NA"," 47848"," 2815","164.0"," 345384","  1","NA","NA","NA","","17.55","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.3","19.42","7.312"," 5.465","95.18","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","13.205","297.8"," 7.717","290.1","22614"," 3"," 3","hK1"
"K2013118-200","K2013118-200","200","798","B9","M. peelii","C:\DBImages\Larva\200.tif","10.932","11.339","NA","Alan Couch","","NA","-24.26","17.37","3.18","0.85","Wild caught Murrumbidgee","10-Feb-14","2013A","B"," 9","NA","200","2","280","220","C:\DBImages\O1\O1_0200.jpg","280","1.27"," 9","290","200","C:\DBImages\O2\O2D_0005.jpg","1.45"," 9","D"," 5","A"," NA","0.2850",""," 9.0","10-Feb-14","16.73","798","08-Nov-13","Drift net 1","00-Jan-00","202355","202702"," 347","21.9","21.1","00-Jan-00"," 297123"," 297204"," 81","?","TRUE"," TRUE"," TRUE","","","8/11/2013 16:50","9/11/2013 8:37","15:47","09-Nov-13","","NA"," 94849"," 6323","214.0"," 405316","  3","NA","NA","NA","","15.78","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.5","19.60","7.194"," 5.415","94.33","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","16.734","295.3"," 7.594","287.7","19081"," 3"," 3","hK1"
