"Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.PlateID","LarvalRecords.Row","LarvalRecords.Column","LarvalRecords.NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","GoTName","TwoPartName","TwoPartGoTName","ThreePartName","ThreePartGoTName","Field0","Genetics.ID","Genetics.LarvaID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","raceCladeNumber","CladeName","cladeNumber","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments","Genetics.CreatedDate","ageOL","hatchdoy","incTime","spawn"
"N20131111-213","213","801","C5","M. peelii","C:\DBImages\Larva\213.tif","11.453","11.879052","NA","Alan Couch","NA","-23.22","17.46","3.14","0.87","Wild caught Murrumbidgee","2013A","C"," 5","NA","","10-Feb-14","213"," 2","320","230","C:\DBImages\O1\O1_0213.jpg","320","1.39"," 8","320","225","C:\DBImages\O2\O2D_0018.jpg","1.42"," 8","D"," 5","B"," NA","320.0","18.96"," 8.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.3527","296.6473","10.464900","286.1824"
"N20131111-214","214","801","C6","M. peelii","C:\DBImages\Larva\214.tif","11.736","12.172579","NA","Alan Couch","NA","-23.09","12.34","3.12","0.94","Wild caught Murrumbidgee","2013A","C"," 6","NA","","10-Feb-14","214"," 2","315","240","C:\DBImages\O1\O1_0214.jpg","320","1.31","10","320","210","C:\DBImages\O2\O2D_0019.jpg","1.52","11","D"," 6","B"," NA","317.5","18.82","10.5","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.2632","296.7368","10.464900","286.2719"
"N20131111-215","215","801","C7","M. peelii","C:\DBImages\Larva\215.tif","10.439","10.827331","NA","Alan Couch","NA","-23.81","17.50","3.22","0.66","Wild caught Murrumbidgee","2013A","C"," 7","NA","","10-Feb-14","215"," 2","285","210","C:\DBImages\O1\O1_0215.jpg","250","1.36","NA","285","205","C:\DBImages\O2\O2D_0020.jpg","1.39","NA","D"," 7","B"," NA","285.0","16.89","  NA","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.0997","297.9003","10.464900","287.4354"
"N20131111-216","216","801","C8","M. peelii","C:\DBImages\Larva\216.tif","11.277","11.696504","NA","Alan Couch","NA","-22.69","12.11","3.17","0.84","Wild caught Murrumbidgee","2013A","C"," 8","NA","","10-Feb-14","216"," 2","300","220","C:\DBImages\O1\O1_0216.jpg","290","1.36","10","290","205","C:\DBImages\O2\O2D_0021.jpg","1.41","10","D"," 8","B"," NA","295.0","17.48","10.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.4577","297.5423","10.464900","287.0774"
"N20131111-217","217","801","C9","M. peelii","C:\DBImages\Larva\217.tif","10.350","10.735020","NA","Alan Couch","NA","-23.84","17.30","3.22","0.56","Wild caught Murrumbidgee","2013A","C"," 9","NA","","10-Feb-14","217"," 2","280","210","C:\DBImages\O1\O1_0217.jpg","330","1.33"," 9","290","200","C:\DBImages\O2\O2D_0022.jpg","1.45","10","D"," 9","B"," NA","285.0","16.89"," 9.5"," (remeasured 6/8/14)","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.0997","297.9003","10.464900","287.4354"
"N20131111-218","218","801","C10","M. peelii","C:\DBImages\Larva\218.tif","11.009","11.418535","18","Alan Couch","NA","-22.67","13.01","3.19","0.92","Wild caught Murrumbidgee","2013A","C","10","NA","","10-Feb-14","218"," 2","280","210","C:\DBImages\O1\O1_0218.jpg","280","1.33","NA","280","195","C:\DBImages\O2\O2D_0023.jpg","1.44"," 8","D","10","B"," NA","280.0","16.60","  NA","Kyne 273","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.9207","298.0793","10.464900","287.6144"
"N20131111-219","219","801","C11","M. peelii","C:\DBImages\Larva\219.tif","11.501","11.928837","NA","Alan Couch","NA","-23.07","12.32","3.15","0.90","Wild caught Murrumbidgee","2013A","C","11","NA","","10-Feb-14","219"," 2","320","240","C:\DBImages\O1\O1_0219.jpg","350","1.33"," 8","340","220","C:\DBImages\O2\O2D_0024.jpg","1.55"," 9","D","11","B"," NA","330.0","19.56"," 8.5","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.7107","296.2893","10.464900","285.8244"
"N20131111-220","220","801","C12","M. peelii","C:\DBImages\Larva\220.tif","11.288","11.707914","16","Alan Couch","NA","-22.98","12.92","3.19","0.88","Wild caught Murrumbidgee","2013A","C","12","NA","","10-Feb-14","220"," 2","275","200","C:\DBImages\O1\O1_0220.jpg","250","1.38"," 9","260","185","C:\DBImages\O2\O2D_0025.jpg","1.41"," 9","D","12","B"," NA","267.5","15.86"," 9.0","kyne 260um - maybe 17","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.4732","298.5268","10.464900","288.0619"
"N20131111-221","221","801","D12","F2 Hybrid","C:\DBImages\Larva\221.tif","11.389","11.812671","NA","Alan Couch","NA","-23.07","16.56","3.21","0.98","Wild caught Murrumbidgee","Trial","","NA","NA","","10-Feb-14","221"," 2","320","240","C:\DBImages\O1\O1_0221.jpg","340","1.33","10","330","235","C:\DBImages\O2\O2D_0026.jpg","1.40","10","D","13","B"," NA","325.0","19.26","10.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.5317","296.4683","10.464900","286.0034"
"N20131111-222","222","801","D11","M. peelii","C:\DBImages\Larva\222.tif"," 8.202"," 8.507114","10","Alan Couch","NA","-24.43"," 8.21","4.52","0.06","Wild caught Murrumbidgee","Trial","","NA","NA","no gut, larvae looked dried out","10-Feb-14","222"," 2","140","130","C:\DBImages\O1\O1_0222.jpg","150","1.08"," 4","140","130","C:\DBImages\O2\O2D_0027.jpg","1.08","NA","D","14","B"," NA","140.0"," 8.32"," 4.0","Kyne 138um","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","11.9087","303.0913","10.464900","292.6264"
"N20131111-223","223","801","D10","M. peelii","C:\DBImages\Larva\223.tif","11.434","11.859345","NA","Alan Couch","NA","-23.69","12.82","3.27","0.68","Wild caught Murrumbidgee","2013A","D","10","NA","","10-Feb-14","223"," 2","270","220","C:\DBImages\O1\O1_0223.jpg","290","1.23","NA","285","220","C:\DBImages\O2\O2D_0028.jpg","1.30","10","D"," 1","C"," NA","277.5","16.45","  NA","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","16.8312","298.1688","10.464900","287.7039"
"N20131111-224","224","801","D9","M. peelii","C:\DBImages\Larva\224.tif","10.312","10.695606","NA","Alan Couch","NA","-23.35","17.16","3.44","0.35","Wild caught Murrumbidgee","2013A","D"," 9","NA","","10-Feb-14","224"," 2","310","220","C:\DBImages\O1\O1_0224.jpg","300","1.41","11","300","220","C:\DBImages\O2\O2D_0029.jpg","1.36","NA","D"," 2","C"," NA","305.0","18.08","11.0","","10-Feb-14","801","11-Nov-13","Drift net 4","00-Jan-00"," 87109"," 87525"," 416","16.8","16.80","00-Jan-00"," 243652"," 243777","125","estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night"," TRUE"," TRUE"," TRUE","","","11/11/2013 15:45","12/11/2013 9:35","17:50","12-Nov-13",""," NA","156668"," 9215.7647","270.5"," 578870"," 13","NA","NA","NA","","17.83333","     NA","2013","315","12-Nov-13","Nerreman"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Storms End","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","17.8157","297.1843","10.464900","286.7194"
"K20131111-225","225","802","D8","M. peelii","C:\DBImages\Larva\225.tif","10.020","10.392744","18","Alan Couch","NA","-24.62","14.11","3.22","0.77","Wild caught Murrumbidgee","2013A","D"," 8","NA","","10-Feb-14","225"," 2","355","230","C:\DBImages\O1\O1_0225.jpg","370","1.54","NA","340","225","C:\DBImages\O2\O2D_0030.jpg","1.51","NA","D"," 3","C"," NA","347.5","20.59","  NA","Kyne 333um - maybe 19","10-Feb-14","802","11-Nov-13","Drift net 6","00-Jan-00","515243","516320","1077","17.4","   NA","00-Jan-00","1086647","1087222","575","added a mill"," TRUE"," TRUE"," TRUE","Half contents lost at live pick…","","11/11/2013 16:20","12/11/2013 10:45","18:25","12-Nov-13",""," NA","571979","31776.6111","826.0","1825460","  1","NA","NA"," 1","","18.41667","     NA","2013","315","12-Nov-13","Kambah Pool"," 969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498","  5.450"," 92.982","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","19.3372","295.6628","10.464900","285.1979"
"T20131112-226","226","811","D7","M. peelii","C:\DBImages\Larva\226.tif","10.544","10.936237","NA","Alan Couch","NA","-23.60","14.00","3.21","0.88","Wild caught Murrumbidgee","2013A","D"," 7","NA","","10-Feb-14","226"," 2","240","200","C:\DBImages\O1\O1_0226.jpg","250","1.20"," 7","245","190","C:\DBImages\O2\O2D_0031.jpg","1.29"," 7","D"," 4","C"," NA","242.5","14.38"," 7.0","","10-Feb-14","811","12-Nov-13","Drift net 1","00-Jan-00","569343","570031"," 688","18.5","17.30","00-Jan-00"," 707125"," 707408","283",""," TRUE"," TRUE"," TRUE","","","12/11/2013 15:06","13/11/2013 9:34","18:28","13-Nov-13",""," NA","138065"," 7670.2778","485.5","1075868","  1","NA","NA","NA","","18.46667","     NA","2013","316","20-Nov-13","Tharwa Sandwash"," 970","12-Nov-13","Angle Crossing"," 411.533","16.258","7.554"," 10.114"," 96.429","1","Murrumbidgee","NA","NA","Tharwa Sandwash","-35.52546","149.0767","S35°31'31.66"", E149°04'36.09""","-35.52710","149.0762","688249.0","6066519","570.7","226516.4"," 8343.7"," 8413","M2G Project Information Document","Tharwa","Sample","0.08","33","3.5","Low gradient, confined valley with floodplain pockets","1"," 8","Winterfell","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","15.5782","300.4218"," 9.825914","290.5959"
"K20131113-227","227","805","D6","M. peelii","C:\DBImages\Larva\227.tif","11.936","12.380019","NA","Alan Couch","NA","-23.62","12.39","2.70","0.84","Wild caught Murrumbidgee","2013A","D"," 6","NA","C and N may be wrong and need redoing","10-Feb-14","227"," 2","340","250","C:\DBImages\O1\O1_0227.jpg","340","1.36","10","345","240","C:\DBImages\O2\O2D_0032.jpg","1.44","10","D"," 5","C"," NA","342.5","20.29","10.0","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","19.1582","297.8418","10.014008","287.8278"
"K20131113-228","228","805","D5","M. peelii","C:\DBImages\Larva\228.tif","10.582","10.975650","NA","Alan Couch","NA","-24.33","13.59","3.32","0.61","Wild caught Murrumbidgee","2013A","D"," 5","NA","","10-Feb-14","228"," 2","320","270","C:\DBImages\O1\O1_0228.jpg","320","1.19","NA","315","240","C:\DBImages\O2\O2D_0033.jpg","1.31","NA","D"," 6","C"," NA","317.5","18.82","  NA","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","18.2632","298.7368","10.014008","288.7228"
"K20131113-229","229","805","D4","M. peelii","C:\DBImages\Larva\229.tif","11.919","12.362387","NA","Alan Couch","NA","-24.45","13.20","3.22","0.77","Wild caught Murrumbidgee","2013A","D"," 4","NA","","10-Feb-14","229"," 2","340","240","C:\DBImages\O1\O1_0229.jpg","340","1.42","11","340","240","C:\DBImages\O2\O2D_0034.jpg","1.42","NA","D"," 7","C"," NA","340.0","20.15","11.0","","10-Feb-14","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","   NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :("," TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13",""," NA","    NA","        NA","   NA","     NA","136","NA","NA","NA","","24.00000","     NA","2013","317","20-Nov-13","Kambah Pool"," 971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618","  7.301"," 96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Casterly Rock","Bottom","Westeros","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","19.0687","297.9313","10.014008","287.9173"
