"Label","Row.names","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","PlateID","Row","Column","NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X.x","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","Field0","ageOL","hatchdoy","incTime","spawn","nestdist","cladeNo.x","cladeNo.y","clade","X.y","X.1","X.2","X.3"
"K20131113-246","K20131113-246","246","806","F11","M. peelii","C:\DBImages\NoImage.jpg","10.099","10.474683","NA","Alan Couch","NA","-24.80","14.12","3.43","0.40","Wild caught Murrumbidgee","2013A","F","11","NA","","17-Jun-14","246","2","320","220","C:\DBImages\O1\O1_0246.jpg","320","1.45","NA","290","230","C:\DBImages\O2\NoImage.jpg","1.26"," 6","D"," 8","D"," NA","305.0","18.08","  NA","","20-Jun-14","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","       NA","   NA","     NA","  7","NA","NA","NA","","24.00000","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618"," 7.301","96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.07644","298.9236","10.014008","288.9096","15522.2012"," 2"," 2","hL1","NA","NA","NA",""
"K20131113-247","K20131113-247","247","806","F10","M. peelii","C:\DBImages\NoImage.jpg","10.768","11.168570","NA","Alan Couch","NA","-25.03","13.55","3.67","0.27","Wild caught Murrumbidgee","2013A","F","10","NA","","17-Jun-14","247","2","320","210","C:\DBImages\O1\O1_0247.jpg","320","1.52","NA","310","240","C:\DBImages\O2\NoImage.jpg","1.29"," 9","D"," 9","D"," NA","315.0","18.67","  NA","","20-Jun-14","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","       NA","   NA","     NA","  7","NA","NA","NA","","24.00000","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618"," 7.301","96.453","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.66802","298.3320","10.014008","288.3180","14811.7088"," 1"," 1","hN1","NA","NA","NA",""
"K20131115-257","K20131115-257","257","813","G1","M. peelii","C:\DBImages\NoImage.jpg","10.441","10.829405","19","Alan Couch","NA","-23.94","12.92","3.42","0.47","Wild caught Murrumbidgee","2013A","G"," 1","NA","","17-Jun-14","257","1","310","220","C:\DBImages\O1\O1_0257.jpg","310","1.41","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","D"," 3","E"," NA","310.0","18.37","  NA","Kyne 303um.  #2 missing from slide?","20-Jun-14","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9225.947","   NA","     NA","  5","NA","NA"," 2","","19.56667","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1988.989","16.404","7.348","20.873","97.853","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.37223","300.6278"," 9.728532","290.8992","15166.9550"," 2"," 2","hL1","NA","NA","NA",""
"K20131115-258","K20131115-258","258","813","G2","M. peelii","C:\DBImages\NoImage.jpg","11.946","12.390391","NA","Alan Couch","NA","-25.23","13.83","3.11","1.12","Wild caught Murrumbidgee","2013A","G"," 2","NA","","17-Jun-14","258","1","340","250","C:\DBImages\O1\O1_0258.jpg","340","1.36","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","340.0","20.15","  NA","#2 missing from slide","20-Jun-14","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9225.947","   NA","     NA","  5","NA","NA"," 2","","19.56667","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1988.989","16.404","7.348","20.873","97.853","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.14698","298.8530"," 9.728532","289.1245","13035.4779"," 7"," 7","hK2","NA","NA","NA",""
"K20131115-259","K20131115-259","259","813","G3","M. peelii","C:\DBImages\Larva\259.tif","11.548","11.977586","19","Alan Couch","NA","-24.15","13.05","3.16","0.90","Wild caught Murrumbidgee","2013A","G"," 3","NA","","17-Jun-14","259","2","320","230","C:\DBImages\O1\O1_0259.jpg","320","1.39","NA","300","240","C:\DBImages\O2\NoImage.jpg","1.25"," 6","D"," 5","E"," NA","310.0","18.37","  NA","Kyne 315um - maybe 20. Number 2 count suspect","20-Jun-14","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9225.947","   NA","     NA","  5","NA","NA"," 2","","19.56667","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1988.989","16.404","7.348","20.873","97.853","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.37223","300.6278"," 9.728532","290.8992","15166.9550"," 3"," 3","hK1","NA","NA","NA",""
"K20131115-260","K20131115-260","260","813","G4","M. peelii","C:\DBImages\Larva\260_A.tif","10.869","11.273327","19","Alan Couch","NA","-24.78","14.10","3.22","0.79","Wild caught Murrumbidgee","2013A","G"," 4","NA","","17-Jun-14","260","2","330","220","C:\DBImages\O1\O1_0260.jpg","330","1.50","NA","330","220","C:\DBImages\O2\NoImage.jpg","1.50"," 8","D"," 6","E"," NA","330.0","19.56","  NA","Kyne 326um maybe 19 (did ne mean 20?)","20-Jun-14","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9225.947","   NA","     NA","  5","NA","NA"," 2","","19.56667","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1988.989","16.404","7.348","20.873","97.853","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.55540","299.4446"," 9.728532","289.7161","13745.9702"," 9"," 9","hN2","NA","NA","NA",""
"K20131115-261","K20131115-261","261","813","G5","M. peelii","C:\DBImages\Larva\261.tif","10.164","10.542101","NA","Alan Couch","NA","-24.11","13.61","3.35","0.41","Wild caught Murrumbidgee","2013A","G"," 5","NA","","17-Jun-14","261","2","330","230","C:\DBImages\O1\O1_0261.jpg","330","1.43","NA","300","220","C:\DBImages\O2\NoImage.jpg","1.36"," 8","D"," 7","E"," NA","315.0","18.67","  NA","","20-Jun-14","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9225.947","   NA","     NA","  5","NA","NA"," 2","","19.56667","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1988.989","16.404","7.348","20.873","97.853","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.66802","300.3320"," 9.728532","290.6034","14811.7088"," 2"," 2","hL1","NA","NA","NA",""
"K20131119-270","K20131119-270","270","820","H11","M. peelii","C:\DBImages\Larva\270.jpg"," 9.981","10.352293","NA","Alan Couch","NA","-24.09","15.10","3.35","0.47","Wild caught Murrumbidgee","2013A","H","11","NA","","17-Jun-14","270","2","260","200","C:\DBImages\O1\O1_0270.jpg","260","1.30","NA","230","200","C:\DBImages\O2\NoImage.jpg","1.15"," 3","D","16","E"," NA","245.0","14.53","  NA","count very unclear for #2","20-Jun-14","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357.438","548.0","1097096"," 18","NA","NA"," 7","","16.68333","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.52693","308.4731"," 7.833585","300.6395","19785.1555"," 8"," 8","hK3","NA","NA","NA",""
"K20131119-271","K20131119-271","271","820","H10","M. peelii","C:\DBImages\Larva\271.tif"," 9.719","10.080547","NA","Alan Couch","NA","-24.05","15.19","3.34","0.50","Wild caught Murrumbidgee","2013A","H","10","NA","","17-Jun-14","271","2","250","200","C:\DBImages\O1\O1_0271.jpg","250","1.25"," 7","250","200","C:\DBImages\O2\O2E_0001.jpg","1.25","NA","E"," 1","A"," NA","250.0","14.82"," 7.0","","20-Jun-14","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357.438","548.0","1097096"," 18","NA","NA"," 7","","16.68333","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.82272","308.1773"," 7.833585","300.3437","19429.9093"," 8"," 8","hK3","NA","NA","NA",""
"K20131119-272","K20131119-272","272","820","H9","M. peelii","C:\DBImages\Larva\272.jpg","10.781","11.182053","NA","Alan Couch","NA","-24.49","13.30","3.26","0.65","Wild caught Murrumbidgee","2013A","H"," 9","NA","","17-Jun-14","272","2","240","180","C:\DBImages\O1\O1_0272.jpg","240","1.33","NA","240","180","C:\DBImages\O2\O2E_0002.jpg","1.33","NA","E"," 2","A"," NA","240.0","14.23","  NA","","20-Jun-14","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357.438","548.0","1097096"," 18","NA","NA"," 7","","16.68333","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.23114","308.7689"," 7.833585","300.9353","20140.4017","12","12","hK6","NA","NA","NA",""
"K20131119-273","K20131119-273","273","820","H8","M. peelii","C:\DBImages\Larva\273.jpg","10.734","11.133305","NA","Alan Couch","NA","-23.76","14.01","3.33","0.54","Wild caught Murrumbidgee","2013A","H"," 8","NA","","17-Jun-14","273","2","340","250","C:\DBImages\O1\O1_0273.jpg","340","1.36"," 9","330","250","C:\DBImages\O2\O2E_0003.jpg","1.32"," 9","E"," 3","A"," NA","335.0","19.85"," 9.0","","20-Jun-14","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357.438","548.0","1097096"," 18","NA","NA"," 7","","16.68333","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.85119","303.1488"," 7.833585","295.3152","13390.7241"," 2"," 2","hL1","NA","NA","NA",""
"K20131119-274","K20131119-274","274","820","H7","M. peelii","C:\DBImages\Larva\274.jpg"," 9.345"," 9.692634","NA","Alan Couch","NA","-24.07","15.12","3.29","0.56","Wild caught Murrumbidgee","2013A","H"," 7","NA","","17-Jun-14","274","2","270","230","C:\DBImages\O1\O1_0274.jpg","270","1.17"," 6","260","190","C:\DBImages\O2\O2E_0004.jpg","1.37","NA","E"," 4","A"," NA","265.0","15.71"," 6.0","","20-Jun-14","820","19-Nov-13","Drift net 6","00-Jan-00","935918","936646"," 728","21.3","21.5","00-Jan-00","1821269","1821637","368","added a mill","TRUE"," TRUE"," TRUE","","","19/11/2013 17:31","20/11/2013 10:12","16:41","20-Nov-13","","NA","885719","55357.438","548.0","1097096"," 18","NA","NA"," 7","","16.68333","NA","2013","323","20-Nov-13","Kambah Pool","977","19-Nov-13","Angle Crossing"," 991.306","19.245","7.348","13.119","96.471","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","15.71010","307.2899"," 7.833585","299.4563","18364.1707"," 8"," 8","hK3","NA","NA","NA",""
"K20131120-275","K20131120-275","275","824","H6","M. peelii","C:\DBImages\Larva\275.jpg","10.871","11.275401","NA","Alan Couch","NA","-24.76","13.63","3.22","0.88","Wild caught Murrumbidgee","2013A","H"," 6","NA","","17-Jun-14","275","2","190","160","C:\DBImages\O1\O1_0275.jpg","190","1.19"," 5","180","160","C:\DBImages\O2\O2E_0005.jpg","1.13"," 4","E"," 5","A"," NA","185.0","10.98"," 4.5","","20-Jun-14","824","20-Nov-13","Drift net 2","00-Jan-00","583987","584495"," 508","23.1","22.3","00-Jan-00"," 905738"," 905885","147","","TRUE","FALSE","FALSE","check species and count","","20/11/2013 16:37","21/11/2013 9:34","16:57","21-Nov-13","","NA","321898","20118.625","327.5"," 666135","  7","NA","NA"," 4","","16.95000","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.058","20.620","7.258","10.047","95.442","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","10.97743","313.0226"," 6.916460","306.1061","24048.1098"," 7"," 7","hK2","NA","NA","NA",""
"K20131120-276","K20131120-276","276","824","H5","M. peelii","C:\DBImages\Larva\276.jpg","10.576","10.969427","15","Alan Couch","NA","-24.72","13.63","3.33","0.57","Wild caught Murrumbidgee","2013A","H"," 5","NA","","17-Jun-14","276","2","210","160","C:\DBImages\O1\O1_0276.jpg","210","1.31","NA","210","150","C:\DBImages\O2\O2E_0006.jpg","1.40"," 7","E"," 6","A"," NA","210.0","12.46","  NA","Kyne 197um - maybe 14","23-Jun-14","824","20-Nov-13","Drift net 2","00-Jan-00","583987","584495"," 508","23.1","22.3","00-Jan-00"," 905738"," 905885","147","","TRUE","FALSE","FALSE","check species and count","","20/11/2013 16:37","21/11/2013 9:34","16:57","21-Nov-13","","NA","321898","20118.625","327.5"," 666135","  7","NA","NA"," 4","","16.95000","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.058","20.620","7.258","10.047","95.442","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","12.45639","311.5436"," 6.916460","304.6272","22271.8789"," 7"," 7","hK2","NA","NA","NA",""
"K20131120-277","K20131120-277","277","824","H4","M. peelii","C:\DBImages\Larva\277.jpg","11.204","11.620789","18","Alan Couch","NA","-23.91","15.31","3.38","0.50","Wild caught Murrumbidgee","2013A","H"," 4","NA","","17-Jun-14","277","2","280","210","C:\DBImages\O1\O1_0277.jpg","280","1.33","NA","280","210","C:\DBImages\O2\O2E_0007.jpg","1.33"," 8","E"," 7","A"," NA","280.0","16.60","  NA","Kyne 270um - maybe 17","23-Jun-14","824","20-Nov-13","Drift net 2","00-Jan-00","583987","584495"," 508","23.1","22.3","00-Jan-00"," 905738"," 905885","147","","TRUE","FALSE","FALSE","check species and count","","20/11/2013 16:37","21/11/2013 9:34","16:57","21-Nov-13","","NA","321898","20118.625","327.5"," 666135","  7","NA","NA"," 4","","16.95000","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.058","20.620","7.258","10.047","95.442","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","16.59748","307.4025"," 6.916460","300.4861","17298.4322"," 8"," 8","hK3","NA","NA","NA",""
"K20131120-278","K20131120-278","278","825","H3","M. peelii","C:\DBImages\Larva\278.jpg","11.833","12.273188","NA","Alan Couch","NA","-23.91","15.26","3.20","0.84","Wild caught Murrumbidgee","2013A","H"," 3","NA","","20-Jun-14","278","2","280","210","C:\DBImages\O1\O1_0278.jpg","280","1.33"," 9","280","220","C:\DBImages\O2\O2E_0008.jpg","1.27"," 9","E"," 8","A"," NA","280.0","16.60"," 9.0","","23-Jun-14","825","20-Nov-13","Drift net 1","00-Jan-00","961117","961921"," 804","23.1","22.3","00-Jan-00","1479860","1480178","318","added a mill","TRUE"," TRUE","FALSE","check no and species","","20/11/2013 16:39","21/11/2013 9:37","16:58","21-Nov-13","","NA","519061","32441.312","561.0","1142196","  9","NA","NA","NA","","16.96667","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.058","20.620","7.258","10.047","95.442","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","16.59748","307.4025"," 6.916460","300.4861","17298.4322"," 8"," 8","hK3","NA","NA","NA",""
"K20131120-279","K20131120-279","279","825","H2","M. peelii","C:\DBImages\Larva\279.jpg","11.728","12.164282","NA","Alan Couch","NA","-23.96","15.34","3.20","0.83","Wild caught Murrumbidgee","2013A","H"," 2","NA","","20-Jun-14","279","2","290","220","C:\DBImages\O1\O1_0279.jpg","290","1.32"," 9","290","230","C:\DBImages\O2\O2E_0009.jpg","1.26"," 8","E"," 9","A"," NA","290.0","17.19"," 8.5","","23-Jun-14","825","20-Nov-13","Drift net 1","00-Jan-00","961117","961921"," 804","23.1","22.3","00-Jan-00","1479860","1480178","318","added a mill","TRUE"," TRUE","FALSE","check no and species","","20/11/2013 16:39","21/11/2013 9:37","16:58","21-Nov-13","","NA","519061","32441.312","561.0","1142196","  9","NA","NA","NA","","16.96667","NA","2013","324","21-Nov-13","Kambah Pool","978","20-Nov-13","Angle Crossing"," 833.058","20.620","7.258","10.047","95.442","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","17.18906","306.8109"," 6.916460","299.8945","16587.9398"," 8"," 8","hK3","NA","NA","NA",""
"K2013117-185","K2013117-185","185","794","A1","M. peelii","C:\DBImages\Larva\185.jpg"," 9.451"," 9.802577","NA","Alan Couch","NA","-24.29","17.23","3.23","0.61","Wild caught Murrumbidgee","2013A","A"," 1","NA","","10-Feb-14","185","2","245","180","C:\DBImages\O1\O1_0185.jpg","250","1.36"," 9","235","195","C:\DBImages\O2\O2C_0038.jpg","1.21"," 9","C"," 3","D","3.5","240.0","14.23"," 9.0","","10-Feb-14","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907.000","192.0"," 404352"," 10","NA","NA","NA","","17.55000","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.326","19.420","7.312"," 5.465","95.178","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.23114","296.7689"," 7.716860","289.0520","20140.4017"," 3"," 3","hK1","NA","NA","NA",""
"K2013117-186","K2013117-186","186","794","A2","M. peelii","C:\DBImages\Larva\186.jpg","11.226","11.643607","NA","Alan Couch","NA","-24.42","17.44","3.15","0.89","Wild caught Murrumbidgee","2013A","A"," 2","NA","","10-Feb-14","186","2","240","200","C:\DBImages\O1\O1_0186.jpg","260","1.20","NA","250","190","C:\DBImages\O2\O2C_0039.jpg","1.32"," 5","C"," 4","D","4.5","245.0","14.53","  NA","","10-Feb-14","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907.000","192.0"," 404352"," 10","NA","NA","NA","","17.55000","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.326","19.420","7.312"," 5.465","95.178","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.52693","296.4731"," 7.716860","288.7562","19785.1555"," 3"," 3","hK1","NA","NA","NA",""
